Cangucu;-52.700788195120005;-31.40332179512
Canto do buriti;-42.975758388287296;-8.11797779301105
Capao do leao (pelotas);-52.40722222;-31.8025
Capelinha;-42.38922629482412;-17.705521140159128
Capitao poco;-47.0575;-1.734736832501475
Caracol;-43.32444443;-9.28583333
Caratinga;-42.137146;-19.735757
Caravelas;-39.25861111;-17.73944444
Carira;-37.74749999;-10.39972221
Carlinda;-55.82752867747206;-9.970575856679815
Carmo;-42.60090189307256;-21.93870051848073
Carolina;-47.459761193341336;-7.337237825367707
Caruaru;-36.02833332;-8.36527777
Casa branca;-47.07527925981638;-21.78055851963277
Cassilandia;-51.72079951601936;-19.12249031789776
Castanhal;-47.94805555;-1.30083333
Castelo do piaui;-41.51223950364383;-5.349187134675799
Castro;-49.999216459686686;-24.78694923248042
Catalao;-47.927614;-18.154779
Caxias;-43.34362708640296;-4.821376571470951
Chapada gaucha;-45.61749999;-15.30027777
Chapadao do sul;-52.6025;-18.80222222
Chapadinha;-43.35217609129007;-3.74274313842548
Chapeco;-52.6357111;-27.085311099999995
Cidade gaucha;-52.93192274368098;-23.35915953153374
Clevelandia;-52.3486111;-26.41722221
Coari;-63.145307279141264;-4.097488654700204
Colinas;-44.23333333000001;-6.033055540000001
Colinas do tocantins;-48.478605;-8.092708
Colombo;-49.157733;-25.322464
Comodoro;-59.7625;-13.70805555
Conceicao das alagoas;-48.15159708629671;-19.985853355152884
Conceicao do araguaia;-49.28277387821397;-8.303610554030568
Conde;-37.68388896004348;-12.035833109880434
Coronel pacheco;-43.26108366480769;-21.54668716283883
Corrente;-45.17305554;-10.42916666
Correntina;-44.61749999;-13.33249999
Corumba;-57.63749999333634;-18.99666777433633
Coruripe;-36.28638888;-10.1286111
Costa rica;-53.17138888;-18.49277777
Cotriguacu;-58.57222647748864;-9.90635788982456
Coxim;-54.73611110000001;-18.51222222
Crateus;-40.672190769851504;-5.1866564280187575
Criosfera;-79.49416666;-84.0
Cristalina;-47.61301073570645;-16.784947949370338
Cristalina (fazenda santa monica);-47.62583332;-16.39944444
Cruz alta;-53.673597;-28.60344
Cruz das almas;-39.08944444;-12.67555554
Cruzeiro do sul;-72.68138888;-7.61083333
Cuiaba;-56.06295099999999;-15.559295000000002
Curaca;-39.9125;-9.00138888
Curitiba;-49.23057110608547;-25.448636864786327
Curitibanos;-50.6042457712;-27.288619872
Curvelo;-44.453785;-18.747711
Delfino;-41.20694444;-10.455
Diamante do norte;-52.890236939822486;-22.639418138619327
Diamantina;-43.648269;-18.231052
Dianopolis;-46.84722221;-11.594444440000002
Dionisio cerqueira;-53.633114;-26.286562
Divinopolis;-44.87499999;-20.17333332
Dois vizinhos;-53.09527777;-25.69916666
Dom eliseu;-47.56388888;-4.28055554
Dom pedrito;-54.61808374109589;-31.002509461187216
Dores do indaia;-45.59391766189543;-19.481938135629083
Dourados;-54.91138888;-22.19388888
Dracena;-51.552232862604654;-21.457751391209303
Duque de caxias - xerem;-43.28222221;-22.58972221
Ecoporanga;-40.73638888;-18.29138888
Edeia;-49.91472222;-17.33694444
Eirunepe;-69.8686111;-6.65027777
Encruzilhada do sul;-52.52472221;-30.54305555
Epitaciolandia;-68.73527777;-11.02388888
Erechim;-52.305814361217394;-27.65773239356521
Espinosa;-42.80861111;-14.91222222
Estreito;-47.41833332;-6.65333333
Euclides da cunha;-38.99662553044544;-10.537229407338527
Farol de santana;-43.624125390217394;-2.270825871014493
Fatima do sul;-54.325833;-22.308694
Feijo;-70.34360539151787;-8.142736451939484
Feira de santana;-38.9674226225922;-12.196170397892518
Floresta;-38.58409684112272;-8.59881958146214
Florestal;-44.41690342672358;-19.8853580210813
Floriano;-43.00333333;-6.76138888
Florianopolis;-48.620096;-27.60253
Formiga;-45.453867537490375;-20.45497661277906
Formosa do rio preto;-45.20083333;-11.05222222
Formoso do araguaia;-49.60833333;-11.88749999
Formoso do rio preto;-45.200769;-11.052164
Fortaleza;-38.53778726210627;-3.8157450594151374
Foz do iguacu;-54.48305554;-25.60194444
Franca;-47.38249999;-20.58444444
Frederico westphalen;-53.42942871702381;-27.3956430343254
Gama (ponte alta);-48.13749999;-15.93527777
Garanhuns;-36.49334924042416;-8.910872269987147
Gaucha do norte;-53.2575;-13.18472221
General carneiro;-51.35361111;-26.3986111
Gilbues;-45.34582387365932;-9.875250475789716
Goianesia;-48.98999999;-15.22027777
Goiania;-49.22024057433867;-16.64281994108958
Goias;-50.14138888000001;-15.93972221
Goioere;-53.03967114220056;-24.171039919623954
Governador valadares;-41.97700700000001;-18.830354
Grajau;-46.16222222;-5.81611111
Guanambi;-42.74972221;-14.20805555
Guanhaes;-42.94305555;-18.78694444
Guaramiranga;-38.94496240491067;-4.245277380051873
Guaranta do norte;-54.89777777;-9.9525
Guarda-mor;-47.19916666;-17.56138888
Guiratinga;-53.76611111;-16.34166666
Gurupi;-49.05068299993477;-11.745391723807083
Humaita;-63.071373563494944;-7.552506676767677
Ibimirim;-37.71166666;-8.50944444
Ibirite (rola moca);-44.011249;-20.031457
Ibiruba;-53.1119229868599;-28.6533754889372
Ibitinga;-48.79972221;-21.85555555
Ibotirama;-43.21333333;-12.19305555
Icaraima;-53.63583333;-23.39027777
Iguape;-47.5458542982397;-24.67166242419476
Iguatemi;-54.570289;-23.644481
Iguatu;-39.26888888;-6.39638888
Ilheus;-39.18140527051417;-14.658860223294855
Imperatriz;-47.45977010283601;-5.555759731319359
Inacio martins;-51.077946;-25.567879
Indaial;-49.26802906292683;-26.913642828536588
Ipanguacu;-36.87228277996185;-5.53491126658083
Ipero;-47.58555555;-23.4261111
Ipiau;-39.69249999;-14.171388880000002
Ipora;-51.14888888;-16.42305554
Irece;-41.86448416792291;-11.328961665610278
Itabaiana;-37.47138888;-10.67166666
Itabaianinha;-37.795;-11.2725
Itaberaba;-40.29972221;-12.52416666
Itacoatiara;-58.48277777;-3.13333333
Itaituba;-55.99305555;-4.27694443
Itajai;-48.7619769;-26.95086733125
Itamaraju;-39.55805555;-17.00694444
Itaobim;-41.48557721187336;-16.57562994469657
Itapaci;-49.539814964538216;-14.97972221
Itapetinga;-40.22951484953933;-15.244654031719104
Itapeva;-48.88583333;-23.98194443
Itapipoca;-39.58868040755608;-3.484254271688312
Itapira;-46.80528727693732;-22.41504142165242
Itapoa;-48.64170352424242;-26.081359385858583
Itapora;-54.798833;-22.092833
Itaporanga;-38.14083321986005;-7.31837960547922
Itaquirai;-54.181886783617216;-23.449482163931627
Itatiaia;-44.70308332271945;-22.37391648743545
Itaubal;-50.82356948325302;0.5678054293614457
Itiquira;-54.50167444778779;-17.175017010353688
Itirucu;-40.11974208037617;-13.527811274162312
Ituiutaba;-49.52499999;-18.95277777
Itumbiara;-49.19202218068885;-18.40974808465265
Ituporanga;-49.64691965555556;-27.4183603
Ituverava;-47.77527777;-20.35972222
Ivai;-50.853876858031086;-25.010807754835923
Ivinhema;-53.82277777;-22.30055555
Jacobina;-40.465;-11.205
Jaguarao;-53.37584230226667;-32.53475681596667
Jaguaribe;-38.62777777;-5.90555555
Jaguaruana;-37.74437794253411;-4.803869065270955
Jales;-50.59499999;-20.165
Janauba;-43.29694444;-15.80277777
Januaria;-44.36633822346225;-15.448077880801106
Japira;-50.18056520993789;-23.773338455900618
Jardim;-56.13777777000001;-21.4786111
Jatai;-51.717467000000006;-17.923622
Jeremoabo;-38.34583333;-10.08083332
Joacaba;-51.55888888;-27.16916666
Joao pessoa;-34.81560321314142;-7.165365311414269
Joao pinheiro;-46.11941076493297;-17.784466175764074
Joaquim tavora;-49.94638762331551;-23.50526990235294
Jose bonifacio;-49.920314665165286;-21.085595531198347
Juara;-57.52664954506125;-11.280197884722758
Juina;-58.77476409043946;-11.375084037685546
Juiz de fora;-43.364329;-21.769965
Juti;-54.60555555;-22.85722222
Labrea;-64.7886111;-7.26055555
Lages;-50.33552035357143;-27.802224284285717
Lagoa da confusao;-49.847882;-10.828286
Lagoa vermelha;-51.512845;-28.222381
Laguna  - farol de santa marta;-48.81333333;-28.60444444
Laguna carapa;-55.160333;-22.575389
Laranjeiras do sul;-52.39488710906392;-25.36971650557077
Lencois;-41.38883493107296;-12.557828617263947
Linhares;-40.0686111;-19.35694444
Lins;-49.73472221000001;-21.66611111
Luiz eduardo magalhaes;-45.829729814555215;-12.152464629975771
Luziania;-47.96694442999999;-16.26055555
Macae;-41.81194443999999;-22.3761111
Macajuba;-40.35416666;-12.13166666
Macapa;-51.088804892864;0.035013340672
Macau;-36.57305554;-5.15111111
Maceio;-35.77027777;-9.55111111
Machado;-45.944389;-21.680722
Major vieira;-50.36333333;-26.3936111
Mal;-54.01916666;-24.53333333
Manacapuru;-60.62833332;-3.29472221
Manaus;-60.0161106875;-3.103426061946108
Manhuacu;-42.18277777;-20.26333333
Manicore;-61.28833333;-5.7886111
Mantena;-40.986505;-18.78062
Maraba;-49.05114773515362;-5.36642766035942
Maracaju;-55.17751033601266;-21.609123067287523
Marau;-38.97222147252023;-13.906942958366448
Marechal thaumaturgo;-72.78666666;-8.95
Maria da fe;-45.373049;-22.314567
Marianopolis do to;-49.7233331064631;-9.576388960076336
Marilandia;-40.53979080760525;-19.4071947115528
Marilia;-49.965111;-22.235222
Maringa;-51.93277777;-23.40527777
Mateiros;-45.92194328449303;-10.43444329115336
Maues;-57.67388888000001;-3.39888888
Medicilandia;-52.96337228313312;-3.5108699460119053
Mina do palito;-55.78777951639719;-6.320022365922671
Mineiros;-52.60111111;-17.45472222
Miranda;-56.43166666;-20.39555555
Mocambinho;-44.0160609743864;-15.085916546708123
Montalvania;-44.40415207274281;-14.408298138158507
Monte alegre;-54.07638888;-2.0
Monte alegre de goias;-46.8903099373374;-13.253551010502322
Monte verde;-46.04333333;-22.86166666
Monteiro;-37.12472221;-7.894444440000001
Montes claros;-43.84380487091296;-16.686340241755133
Morada nova;-38.35934871342669;-5.121499192337612
Morretes;-48.80865785171975;-25.50891972458599
Morrinhos;-49.101698;-17.745066
Mossoro;-37.36694395265912;-4.904140069108911
Mostardas;-50.90638888;-31.24833333
Muriae;-42.37588049258928;-21.104911234375
Natal;-35.20805555;-5.83722221
Nhumirim;-56.62277777;-18.9886111
Niteroi;-43.1020189381208;-22.867425872516776
Nossa senhora da gloria;-37.43194443;-10.20777777
Nova alvorada do sul;-54.341972;-21.450972
Nova andradina;-53.46586117806194;-22.07856953050211
Nova fatima;-50.57776644900952;-23.41527985853333
Nova friburgo - salinas;-42.67694443;-22.33472221
Nova maringa;-57.09220806300001;-13.03863171019802
Nova porteirinha (janauba);-43.29694444;-15.80277777
Nova tebas;-51.96305554999999;-24.43722221
Nova ubirata;-54.75222222;-13.41111111
Nova venecia;-40.39055555;-18.69527777
Novo aripuana;-60.38055554;-8.0911111
Novo horizonte;-52.85027777;-26.40638888
Novo repartimento;-49.93935340172116;-4.24395568410786
Obidos;-55.51976688264055;-1.8808185214991484
Oeiras;-42.14694444;-6.97416666
Oiapoque;-51.8625;3.81361111
Oliveira;-44.86444444;-20.715
Ouricuri;-40.10277777;-7.88583333
Ourinhos;-49.877507167438864;-22.96608179127413
Ouro branco;-43.75611111;-20.55666666
Pacaja;-50.63805555;-3.8436111
Palmares;-35.56805554;-8.66666666
Palmas;-48.30601439133211;-10.176448299165132
Palmeira das missoes;-53.31805554;-27.92027777
Palmeira dos indios;-36.62027777;-9.42027777
Pampulha;-43.969397;-19.883945
Pao de acucar;-37.43081052342857;-9.749184458142858
Paracatu;-46.88166666;-17.24444444
Paragominas;-47.43680418091803;-2.9604193918688524
Parana;-47.87194443;-12.615
Paranaiba;-51.1817008036563;-19.69554268857778
Paranapoema;-52.13447178946108;-22.65831309958084
Paranatinga;-54.0361111;-14.42138888
Paranoa (coopa-df);-47.557417;-16.012222
Parati;-44.72694443;-23.2236111
Paraty;-44.72694443;-23.2236111
Parauna;-50.42548514956747;-16.962524010380623
Parintins;-56.75613310738501;-2.639161765757106
Parnaiba;-41.78305554;-3.08666666
Parque estadual chandless;-69.92638888;-9.35833333
Passa quatro;-44.961909;-22.395799
Passo fundo;-52.403582;-28.226805
Passos;-46.633916;-20.745237
Patos;-37.27277777;-7.07972221
Patos de minas;-46.44055555;-18.52055554
Patrocinio;-46.985935;-18.996684
Paty do alferes - avelar;-43.41777777;-22.34722221
Paulistana;-41.142945;-8.132288
Pedro afonso;-48.177234496298375;-8.968633107802747
Pedro gomes;-54.54888888;-18.07277777
Peixe;-48.544517000000006;-12.015377
Petrolina;-40.52329761442812;-9.38832815839936
Piata;-41.774125;-13.155681
Pico do couto;-43.29138888;-22.46472222
Picos;-41.40416666;-7.0711111
Pilao arcado;-42.50027788506508;-10.018333159909451
Piracicaba;-47.62333332;-22.70305555
Piranhas;-37.76722221;-9.62222221
Pirapora;-44.835556;-17.258064
Pires do rio;-48.28416666;-17.30416666
Piripiri;-41.794526868617446;-4.276068337986577
Pium;-49.629459744882695;-10.476944214579667
Placas;-54.21639793477124;-3.864124371013072
Planalto;-53.74801009282828;-25.721917122161617
Poco verde;-38.10833333;-10.73805555
Pompeu;-44.96416666;-19.23249999
Ponta pora;-55.71636489881521;-22.552482651340995
Pontes e lacerda;-59.346180401614525;-15.234536192936428
Porangatu;-49.11749265380389;-13.309472316877994
Porto alegre;-51.17472221;-30.05361111
Porto alegre - jardim botanico;-51.17472221;-30.05361111
Porto alegre- belem novo;-51.17805554;-30.1861111
Porto de moz;-52.11166666;-1.82194443
Porto estrela;-57.22583332;-15.32472221
Porto grande;-51.40388888;0.69416666
Porto murtinho;-57.88666666;-21.70583333
Porto seguro;-39.18246295346623;-16.388918284985632
Porto velho;-63.84586594553948;-8.7936280973478
Porto walter;-72.74777777;-8.26722221
Posse;-46.36638888;-14.08916666
Pradopolis;-48.11388888;-21.33833333
Preguicas;-42.70753535472155;-2.5923014512711866
Pres;-41.03944444;-21.10083333
Presidente figueiredo;-60.02583332;-2.05666666
Presidente kennedy;-41.03944444;-21.10083333
Presidente prudente;-51.40862840149635;-22.11991116821168
Primavera do leste;-54.3811111;-15.57999999
Quarai;-56.437115;-30.368578
Queimadas;-39.61697675045854;-10.98468356260022
Querencia;-52.1625;-12.60305555
Quixada;-39.05720913110318;-4.978853544650794
Quixeramobim;-39.28942727337213;-5.174485667951106
Rancharia;-50.974718124163424;-22.37279591700389
Rancho queimado;-49.04194444;-27.6786111
Recife;-34.9592028530529;-8.059223366118546
Redencao;-50.00694444;-8.04333333
Registro;-47.86416666;-24.53305554
Remanso;-42.07722221;-9.62555554
Resende;-44.44499999;-22.45138888
Ribas do rio pardo;-53.763028;-20.466694
Ribeira do amparo;-38.44416666;-11.05861111
Rio branco;-68.16527777;-9.865228684929026
Rio brilhante;-54.52809052923031;-21.774962646366667
Rio claro;-44.040916;-22.653579
Rio de janeiro - forte de copacabana;-43.19055555;-22.98833333
Rio de janeiro - jacarepagua;-43.40281765085352;-22.93996085839677
Rio de janeiro - vila militar;-43.41138888;-22.86138888
Rio de janeiro-marambaia;-43.59555555;-23.05027777
Rio do campo;-50.14555555;-26.93749999
Rio grande;-52.16776441864285;-32.07885232742857
Rio negrinho;-49.57755282609756;-26.248506169512197
Rio pardo;-52.38194443;-29.87222221
Rio pardo de minas;-42.435807484960215;-15.723083433793104
Rio sono;-47.132732;-9.793363
Rio urubu;-59.60055555;-2.6336111
Rio verde;-50.96495629568966;-17.78528618725
Rondon do para;-48.1736111;-4.82749999
Rondonopolis;-54.58027777;-16.4625
Rosario oeste;-56.44194444000001;-14.828888879999996
S;-60.56662283666863;-8.461548270508876
Sacramento;-47.43416666;-19.87527777
Salgueiro;-39.0961111;-8.05805555
Salinas;-42.31027777;-16.16027777
Salinopolis;-47.35661951433775;-0.6188856239735099
Salto do ceu;-58.12722220999999;-15.12472221
Salvador;-38.50576;-13.005515
Salvador (radio farol);-38.49583333;-12.80833333
Santa cruz;-36.02661351545412;-6.227966449833571
Santa fe do araguaia;-48.78126700000001;-7.124191
Santa maria;-53.72055554;-29.72499999
Santa maria das barreiras;-49.85638888;-8.72972221
Santa maria madalena;-42.01027777;-21.95055555
Santa rita de cassia;-44.52499999;-11.00277777
Santa rita do pardo;-52.820375;-21.305889
Santa rosa;-54.48000704994118;-27.890508912058824
Santa rosa do tocantins;-48.18496292064832;-11.428932004557955
Santa teresa;-40.57952956188377;-19.98836981318637
Santa vitoria do palmar - barra do chui;-53.37222006490476;-33.74226031728572
Santana do araguaia;-50.35027851460399;-9.33925810866097
Santana do livramento;-55.40138888;-30.750555550000005
Santarem;-54.72027818072824;-2.502524042628774
Santiago;-54.885653000000005;-29.191599
Santo antonio do leste;-53.88388860305085;-14.92685276649053
Santo augusto;-53.79115653557214;-27.854377899303483
Sao borja;-56.01632333273274;-28.65006160960961
Sao carlos;-47.88391752304267;-21.98033429717996
Sao felix  do araguaia;-50.72777777000001;-11.61888888
Sao felix do xingu;-51.95695882527132;-6.63965534784607
Sao gabriel;-54.31088401239876;-30.34142177968848
Sao gabriel do oeste;-54.55305555;-19.42027777
Sao goncalo;-38.311583;-6.835777
Sao joao del rei;-44.250896512841415;-21.106464376387667
Sao joao do piaui;-42.2525;-8.36444444
Sao joaquim;-49.93464243538461;-28.275619581098898
Sao jose do xingu;-52.37249999000001;-10.48416666
Sao jose dos ausentes;-50.05783885911504;-28.748613711504422
Sao luis;-44.21361111;-2.52666666
Sao luis do paraitinga;-45.41694443;-23.22833332
Sao luis do quitunde;-35.56586312531893;-9.287487323487651
Sao luiz do paraitinga;-45.41694443;-23.22833332
Sao luiz gonzaga;-54.96246729924243;-28.417185392992423
Sao mateus;-39.86408947513185;-18.67616909208925
Sao mateus do sul;-50.36894178019417;-25.835579931796115
Sao miguel arcanjo;-48.10974847083014;-23.864857736807156
Sao miguel do araguaia;-50.33583333;-12.82055554
Sao miguel do oeste;-53.51397848645162;-26.786200706451613
Sao paulo - interlagos;-46.677501;-23.724501
Sao paulo - mirante;-46.62005876810715;-23.49632551371429
Sao raimundo nonato;-42.70111111;-9.033240858973317
Sao romao;-45.12383021724676;-16.362757230025974
Sao sebastiao;-45.4025;-23.81083333
Sao sebastiao do paraiso;-47.11422830573816;-20.90992789972145
Sao simao;-50.19116014120203;-19.330035426502537
Sao vicente do sul;-54.69444444;-29.70222222
Sapezal;-58.76333333;-13.30388888
Saquarema - sampaio correia;-42.60888888;-22.8711111
Selviria;-51.430222;-20.351444
Senhor do bonfim;-40.14830352117711;-10.44306103925486
Serafina correa;-51.8707779585965;-28.704778563274854
Seropedica-ecologia agricola;-43.68472221;-22.75777777
Serra dos aimores;-40.24997761556064;-17.798858851441647
Serra dos carajas;-50.14223649746757;-6.077475618832487
Serra nova dourada;-51.4261111;-11.98777777
Serra talhada;-38.29505469892796;-7.954240267890626
Serrinha;-39.02305554;-11.66472222
Sete lagoas;-44.17333332;-19.45527777
Sete quedas;-55.02416666;-23.96694443
Sidrolandia;-54.97194443;-20.98166666
Silva jardim;-42.41555555;-22.64583333
Silvania;-48.61809406051598;-16.679743492034596
Sinop;-55.56611111;-11.982222209999998
Sobral;-40.34583333;-3.748055550000001
Soledade;-52.542387;-28.859210999999995
Sonora;-54.76055555;-17.63527777
Sorocaba;-47.58555436220127;-23.42608563761006
Sorriso;-55.72283461692891;-12.5550713671406
Soure;-48.51583333;-0.72777777
Surubim;-35.80111111;-7.839722210000001
Tangara da serra;-57.43166666;-14.65
Taua;-40.281366227053816;-6.017491316604724
Taubate;-45.52083589028112;-23.04166710846051
Teofilo otoni;-41.515423;-17.89284
Teresina;-42.80138888;-5.03472221
Teresopolis-parque nacional;-42.98694444;-22.4486111
Teutonia;-51.82361501239437;-29.449542246478877
Tiangua;-41.01191268235015;-3.732195573421365
Timoteo;-42.62249999;-19.57388888
Tome acu;-48.36055555;-2.59249999
Torres;-49.73333333;-29.35027777
Tramandai;-50.13586042680488;-30.01027283734146
Tres lagoas;-51.71259218855034;-20.787218662028344
Tres marias;-45.459836;-18.200855
Tres rios;-43.20833333;-22.09833333
Tucuma;-51.14194444;-6.7433333300000005
Tucurui;-49.67499999;-3.82277777
Tupa;-50.490251;-21.927251
Tupancireta;-53.82665563584616;-29.089402090051284
Turiacu;-45.372547358725726;-1.6611864156674758
Uaua;-39.495631;-9.833617
Uberaba;-47.96194444;-19.71
Uberlandia;-48.25555555;-18.91694443
Una;-39.09138888;-15.28027777
Unai;-46.88194443;-16.55416666
Urucara;-57.75807005585796;-2.534731153888025
Urucui;-44.34503668828118;-7.441409640780044
Uruguaiana;-57.081899;-29.83987
Urussanga;-49.31527777;-28.53249999
Vacaria;-50.88275107991111;-28.513604996177776
Valenca;-40.3170719539206;-15.692287693672457
Valenca do piaui;-41.74294319847985;-6.407339443305861
Valparaiso;-50.93027777;-21.31916666
Varginha;-45.40416666;-21.56638888
Venda nova do imigrante;-41.18999999;-20.38555555
Ventania;-50.21019232213836;-24.280355500335432
Vicosa;-42.864013;-20.762607
Vila bela da santissima trindade;-59.87305554;-15.06277777
Vila velha;-40.40388888;-20.46694443
Vilhena;-60.15777777000001;-12.73499999
Vitoria;-40.30583333;-20.27083332
Vitoria da conquista;-40.80134960594157;-14.8864149737698
Votuporanga;-49.96607097408081;-20.403277051535355
Xanxere;-52.39809;-26.938666
Xinguara;-49.92608501034685;-7.1105304945914165
Ze doca;-45.65111111;-3.26916666
